#peakID	chr	start	end	strand	PC1
chr7-3100000	chr7	3100000	3200000	+	1.22433761797123
chr7-3200000	chr7	3200000	3300000	+	1.50340127963602
chr7-3300000	chr7	3300000	3400000	+	1.52566043721477
chr7-3400000	chr7	3400000	3500000	+	1.46955859391913
chr7-3500000	chr7	3500000	3600000	+	1.40991342987745
chr7-3600000	chr7	3600000	3700000	+	1.49719335062397
chr7-3700000	chr7	3700000	3800000	+	0.943412025889184
chr7-3900000	chr7	3900000	4000000	+	0.65948431491809
chr7-4000000	chr7	4000000	4100000	+	0.850461192480232
chr7-4100000	chr7	4100000	4200000	+	1.2945696850084
chr7-4200000	chr7	4200000	4300000	+	0.748831869472746
chr7-4300000	chr7	4300000	4400000	+	0.609283991487149
chr7-4400000	chr7	4400000	4500000	+	1.34998091833606
chr7-4500000	chr7	4500000	4600000	+	1.50067657845504
chr7-4600000	chr7	4600000	4700000	+	1.5468061110354
chr7-4700000	chr7	4700000	4800000	+	1.55219471367162
chr7-4800000	chr7	4800000	4900000	+	1.55728900189811
chr7-4900000	chr7	4900000	5000000	+	1.51626994077066
chr7-5000000	chr7	5000000	5100000	+	1.3722476146594
chr7-5100000	chr7	5100000	5200000	+	0.404706223846317
chr7-5200000	chr7	5200000	5300000	+	-0.38856479597799
chr7-5300000	chr7	5300000	5400000	+	-0.634856766869741
chr7-5800000	chr7	5800000	5900000	+	-0.430056693910559
chr7-5900000	chr7	5900000	6000000	+	-0.571474917413463
chr7-6000000	chr7	6000000	6100000	+	-0.423605928481371
chr7-6100000	chr7	6100000	6200000	+	0.893310339801284
chr7-6200000	chr7	6200000	6300000	+	1.16473623979504
chr7-6300000	chr7	6300000	6400000	+	1.14957607491877
chr7-6400000	chr7	6400000	6500000	+	0.239593158922913
chr7-6500000	chr7	6500000	6600000	+	-0.100964946165051
chr7-6600000	chr7	6600000	6700000	+	0.147219791644896
chr7-6700000	chr7	6700000	6800000	+	0.568488911046976
chr7-6800000	chr7	6800000	6900000	+	0.0533944863810078
