#peakID	chr	start	end	strand	PC1
chr13-3300000	chr13	3300000	3400000	+	-0.380350732646552
chr13-3400000	chr13	3400000	3500000	+	-0.36706667736604
chr13-3500000	chr13	3500000	3600000	+	0.841635009671386
chr13-3600000	chr13	3600000	3700000	+	0.496349597641517
chr13-3700000	chr13	3700000	3800000	+	0.115985928504465
chr13-3800000	chr13	3800000	3900000	+	0.31135682830503
chr13-3900000	chr13	3900000	4000000	+	0.212118647696361
chr13-4000000	chr13	4000000	4100000	+	-0.274727229143734
chr13-4100000	chr13	4100000	4200000	+	-0.0177843376395993
chr13-4200000	chr13	4200000	4300000	+	0.0437796815864268
chr13-4300000	chr13	4300000	4400000	+	-0.425661104090687
chr13-4400000	chr13	4400000	4500000	+	-0.693850861559557
chr13-4500000	chr13	4500000	4600000	+	-0.729323669833915
chr13-4600000	chr13	4600000	4700000	+	-0.396707658678476
chr13-4700000	chr13	4700000	4800000	+	-0.0923986543595551
chr13-4800000	chr13	4800000	4900000	+	-0.327731858499183
chr13-4900000	chr13	4900000	5000000	+	-0.661610436453499
chr13-5000000	chr13	5000000	5100000	+	-0.714567251472085
chr13-5100000	chr13	5100000	5200000	+	-0.543666143211345
chr13-5200000	chr13	5200000	5300000	+	-0.503626581878234
chr13-5300000	chr13	5300000	5400000	+	-0.342946835614889
chr13-5400000	chr13	5400000	5500000	+	-0.13621558447856
chr13-5500000	chr13	5500000	5600000	+	0.21477335333968
chr13-5600000	chr13	5600000	5700000	+	0.425717742047777
chr13-5700000	chr13	5700000	5800000	+	0.609656945126689
chr13-5800000	chr13	5800000	5900000	+	0.781066567731622
chr13-5900000	chr13	5900000	6000000	+	-0.11336938026479
chr13-6000000	chr13	6000000	6100000	+	-0.362772549198589
chr13-6100000	chr13	6100000	6200000	+	-0.48320512189885
chr13-6200000	chr13	6200000	6300000	+	-0.385155121629759
chr13-6300000	chr13	6300000	6400000	+	-0.487358593007354
chr13-6400000	chr13	6400000	6500000	+	-0.291142410362349
chr13-6500000	chr13	6500000	6600000	+	0.808028300866914
chr13-6600000	chr13	6600000	6700000	+	0.865924214653411
chr13-6700000	chr13	6700000	6800000	+	-0.285634860798025
chr13-6800000	chr13	6800000	6900000	+	-0.439915638373223
chr13-6900000	chr13	6900000	7000000	+	-0.639869169895733
chr13-7000000	chr13	7000000	7100000	+	-0.852804771677653
chr13-7100000	chr13	7100000	7200000	+	-0.8103116052511
chr13-7200000	chr13	7200000	7300000	+	-0.973423911022896
chr13-7300000	chr13	7300000	7400000	+	-1.18108425033644
chr13-7400000	chr13	7400000	7500000	+	-1.09550941793033
chr13-7500000	chr13	7500000	7600000	+	-1.13834394306003
chr13-7600000	chr13	7600000	7700000	+	-1.10438066291324
chr13-7700000	chr13	7700000	7800000	+	-1.23567337096927
chr13-7800000	chr13	7800000	7900000	+	-1.11892449734046
chr13-7900000	chr13	7900000	8000000	+	-1.20302869324569
chr13-8000000	chr13	8000000	8100000	+	-1.11476748993947
chr13-8100000	chr13	8100000	8200000	+	-1.00717266719361
chr13-8200000	chr13	8200000	8300000	+	-0.969307444124012
chr13-8300000	chr13	8300000	8400000	+	-1.04878762848974
chr13-8400000	chr13	8400000	8500000	+	-1.06973352592317
chr13-8500000	chr13	8500000	8600000	+	-0.910809242668124
chr13-8600000	chr13	8600000	8700000	+	-0.857418153208028
chr13-8700000	chr13	8700000	8800000	+	-0.384585731946074
chr13-8800000	chr13	8800000	8900000	+	0.878611135227673
chr13-8900000	chr13	8900000	9000000	+	1.11418132964186
chr13-9000000	chr13	9000000	9100000	+	1.20906767666553
chr13-9100000	chr13	9100000	9200000	+	1.15824332584658
chr13-9200000	chr13	9200000	9300000	+	0.898132926321754
chr13-9300000	chr13	9300000	9400000	+	0.832959792509961
chr13-9400000	chr13	9400000	9500000	+	0.625727034538235
chr13-9500000	chr13	9500000	9600000	+	0.592792890712752
chr13-9600000	chr13	9600000	9700000	+	0.704225030976529
chr13-9700000	chr13	9700000	9800000	+	0.74910357972448
chr13-9800000	chr13	9800000	9900000	+	-0.169106212018337
chr13-9900000	chr13	9900000	10000000	+	-0.866868919064158
chr13-10000000	chr13	10000000	10100000	+	-0.973364913456174
chr13-10100000	chr13	10100000	10200000	+	-1.15713055381553
chr13-10200000	chr13	10200000	10300000	+	-1.11682052383796
chr13-10300000	chr13	10300000	10400000	+	-0.902484394488526
chr13-10400000	chr13	10400000	10500000	+	-0.994621565431127
chr13-10500000	chr13	10500000	10600000	+	-1.0688293376617
chr13-10600000	chr13	10600000	10700000	+	-1.22417087521854
chr13-10700000	chr13	10700000	10800000	+	-1.21420623420989
chr13-10800000	chr13	10800000	10900000	+	-1.12915476198813
chr13-10900000	chr13	10900000	11000000	+	-0.759984882513326
chr13-11000000	chr13	11000000	11100000	+	-0.401172357744558
chr13-11100000	chr13	11100000	11200000	+	-0.895245321840111
chr13-11200000	chr13	11200000	11300000	+	-0.929338395810278
chr13-11300000	chr13	11300000	11400000	+	-0.879816030238348
chr13-11400000	chr13	11400000	11500000	+	-1.02449338238513
chr13-11500000	chr13	11500000	11600000	+	-0.913031269450537
chr13-11600000	chr13	11600000	11700000	+	-0.879622613379171
chr13-11700000	chr13	11700000	11800000	+	-0.41926040426025
chr13-11800000	chr13	11800000	11900000	+	0.184923191359993
chr13-11900000	chr13	11900000	12000000	+	0.497146238733168
chr13-12000000	chr13	12000000	12100000	+	0.620076606023709
chr13-12100000	chr13	12100000	12200000	+	1.06757344702351
chr13-12200000	chr13	12200000	12300000	+	1.20598606892126
chr13-12300000	chr13	12300000	12400000	+	1.18259911301977
chr13-12400000	chr13	12400000	12500000	+	0.986089311197751
chr13-12500000	chr13	12500000	12600000	+	0.911611394931007
chr13-12800000	chr13	12800000	12900000	+	-1.23417082726646
chr13-12900000	chr13	12900000	13000000	+	-1.25949203932394
chr13-13300000	chr13	13300000	13400000	+	-0.338089416134927
chr13-13400000	chr13	13400000	13500000	+	0.5419317186577
chr13-13500000	chr13	13500000	13600000	+	0.579652074616866
chr13-13600000	chr13	13600000	13700000	+	0.680821263593202
chr13-13700000	chr13	13700000	13800000	+	0.486139018617061
chr13-13800000	chr13	13800000	13900000	+	0.354876683629526
chr13-13900000	chr13	13900000	14000000	+	1.03739687188202
chr13-14000000	chr13	14000000	14100000	+	1.16471878001228
chr13-14100000	chr13	14100000	14200000	+	0.885050668670729
chr13-14200000	chr13	14200000	14300000	+	0.237888102819216
chr13-14300000	chr13	14300000	14400000	+	-0.216049917921943
chr13-14400000	chr13	14400000	14500000	+	-0.151189207843223
chr13-14500000	chr13	14500000	14600000	+	-0.0778586491467235
chr13-14600000	chr13	14600000	14700000	+	0.019673452135073
chr13-14700000	chr13	14700000	14800000	+	-0.906482000746485
chr13-14800000	chr13	14800000	14900000	+	-1.10891083175287
chr13-14900000	chr13	14900000	15000000	+	-1.06473650998216
chr13-15000000	chr13	15000000	15100000	+	-1.00351979867863
chr13-15100000	chr13	15100000	15200000	+	-0.958060121585003
chr13-15200000	chr13	15200000	15300000	+	-0.836028243141605
chr13-15300000	chr13	15300000	15400000	+	-0.360063714083718
chr13-15400000	chr13	15400000	15500000	+	0.250005921639561
chr13-15500000	chr13	15500000	15600000	+	-0.175868576307411
chr13-15600000	chr13	15600000	15700000	+	-0.450687485735734
chr13-15700000	chr13	15700000	15800000	+	-0.248597204711192
chr13-15800000	chr13	15800000	15900000	+	-0.252935675393683
chr13-15900000	chr13	15900000	16000000	+	-0.294621708886759
chr13-16000000	chr13	16000000	16100000	+	-0.560966416152556
chr13-16100000	chr13	16100000	16200000	+	-1.09624905254422
chr13-16200000	chr13	16200000	16300000	+	-1.10968184125621
chr13-16300000	chr13	16300000	16400000	+	-0.964473768242424
