#peakID	chr	start	end	strand	PC1
chr2-3000000	chr2	3000000	3100000	+	-0.423697547009861
chr2-3100000	chr2	3100000	3200000	+	-0.344897693921817
chr2-3200000	chr2	3200000	3300000	+	0.0178158819992195
chr2-3300000	chr2	3300000	3400000	+	0.444000121528817
chr2-3400000	chr2	3400000	3500000	+	0.775952104903406
chr2-3500000	chr2	3500000	3600000	+	0.313408665068826
chr2-3600000	chr2	3600000	3700000	+	0.00869121252687763
chr2-3700000	chr2	3700000	3800000	+	0.209151785119633
chr2-3800000	chr2	3800000	3900000	+	-0.2699779053387
chr2-3900000	chr2	3900000	4000000	+	-0.386287262320156
chr2-4000000	chr2	4000000	4100000	+	-0.457447115763842
chr2-4100000	chr2	4100000	4200000	+	-0.162836296534757
chr2-4200000	chr2	4200000	4300000	+	0.102918025639688
chr2-4300000	chr2	4300000	4400000	+	0.309428028354438
chr2-4400000	chr2	4400000	4500000	+	0.568744598771235
chr2-4500000	chr2	4500000	4600000	+	1.07053320261224
chr2-4600000	chr2	4600000	4700000	+	1.05303460868794
chr2-4700000	chr2	4700000	4800000	+	0.803236563479857
chr2-4800000	chr2	4800000	4900000	+	1.04576498092672
chr2-4900000	chr2	4900000	5000000	+	1.26997206579306
chr2-5000000	chr2	5000000	5100000	+	1.28714115384479
chr2-5100000	chr2	5100000	5200000	+	1.05340193550023
chr2-5200000	chr2	5200000	5300000	+	0.844579559150167
chr2-5300000	chr2	5300000	5400000	+	0.88538220112032
chr2-5400000	chr2	5400000	5500000	+	0.903938254635998
chr2-5500000	chr2	5500000	5600000	+	0.765961492352045
chr2-5600000	chr2	5600000	5700000	+	1.08588675839464
chr2-5700000	chr2	5700000	5800000	+	1.16915897983547
chr2-5800000	chr2	5800000	5900000	+	1.28155670122954
chr2-5900000	chr2	5900000	6000000	+	1.22839672879195
chr2-6000000	chr2	6000000	6100000	+	1.103187884563
chr2-6100000	chr2	6100000	6200000	+	0.946418871732012
chr2-6200000	chr2	6200000	6300000	+	0.573452854446346
chr2-6300000	chr2	6300000	6400000	+	0.816377128057764
chr2-6400000	chr2	6400000	6500000	+	0.240257271814453
chr2-6500000	chr2	6500000	6600000	+	-0.292241668933975
chr2-6600000	chr2	6600000	6700000	+	-0.612656992974616
chr2-6700000	chr2	6700000	6800000	+	-0.504115768123365
chr2-6800000	chr2	6800000	6900000	+	-0.3317565016294
chr2-6900000	chr2	6900000	7000000	+	-0.5917204399618
chr2-7000000	chr2	7000000	7100000	+	-0.645072703990683
chr2-7100000	chr2	7100000	7200000	+	-0.773184289442146
chr2-7200000	chr2	7200000	7300000	+	-0.834477928218099
chr2-7300000	chr2	7300000	7400000	+	-0.84139885817834
chr2-7400000	chr2	7400000	7500000	+	-0.812146335363657
chr2-7500000	chr2	7500000	7600000	+	-0.835936376637895
chr2-7600000	chr2	7600000	7700000	+	-0.864781261090823
chr2-7700000	chr2	7700000	7800000	+	-0.908668973067121
chr2-7800000	chr2	7800000	7900000	+	-0.913271097602806
chr2-7900000	chr2	7900000	8000000	+	-0.76134496541595
chr2-8000000	chr2	8000000	8100000	+	-0.837954284186853
chr2-8100000	chr2	8100000	8200000	+	-0.753835991934391
chr2-8200000	chr2	8200000	8300000	+	-0.860444043965217
chr2-8300000	chr2	8300000	8400000	+	-0.819026769306709
chr2-8400000	chr2	8400000	8500000	+	-0.655498674466369
chr2-8500000	chr2	8500000	8600000	+	-0.6451984552548
chr2-8600000	chr2	8600000	8700000	+	-0.375101401888492
chr2-8700000	chr2	8700000	8800000	+	-0.620068370501081
chr2-8800000	chr2	8800000	8900000	+	-0.859182410878673
chr2-8900000	chr2	8900000	9000000	+	-0.920220274572664
chr2-9000000	chr2	9000000	9100000	+	-0.903860530973089
chr2-9100000	chr2	9100000	9200000	+	-0.854228669430752
chr2-9200000	chr2	9200000	9300000	+	-0.818531223343378
chr2-9300000	chr2	9300000	9400000	+	-0.761110919949926
chr2-9400000	chr2	9400000	9500000	+	-0.559072479206801
chr2-9500000	chr2	9500000	9600000	+	-0.422262405867159
chr2-9600000	chr2	9600000	9700000	+	-0.319971964880082
chr2-9700000	chr2	9700000	9800000	+	-0.300382568264255
chr2-9800000	chr2	9800000	9900000	+	0.306030180613942
chr2-9900000	chr2	9900000	10000000	+	0.543068697481034
chr2-10000000	chr2	10000000	10100000	+	0.772800852370232
chr2-10100000	chr2	10100000	10200000	+	0.527579462705395
chr2-10200000	chr2	10200000	10300000	+	0.560907020582789
chr2-10300000	chr2	10300000	10400000	+	0.695720978323394
chr2-10400000	chr2	10400000	10500000	+	0.0770223677038279
chr2-10500000	chr2	10500000	10600000	+	-0.396196351670636
chr2-10600000	chr2	10600000	10700000	+	-0.584203659453846
chr2-10700000	chr2	10700000	10800000	+	-0.593827200898767
chr2-10800000	chr2	10800000	10900000	+	-0.66166448142406
chr2-10900000	chr2	10900000	11000000	+	-0.561959441949472
chr2-11000000	chr2	11000000	11100000	+	-0.433160594603274
chr2-11100000	chr2	11100000	11200000	+	-0.200710780752691
chr2-11200000	chr2	11200000	11300000	+	-0.264721959891077
chr2-11300000	chr2	11300000	11400000	+	0.315892431236527
chr2-11400000	chr2	11400000	11500000	+	0.563303374835763
chr2-11500000	chr2	11500000	11600000	+	0.934370504056609
chr2-11600000	chr2	11600000	11700000	+	0.591464011049762
chr2-11700000	chr2	11700000	11800000	+	0.585966875375442
chr2-11800000	chr2	11800000	11900000	+	-0.222891404927975
chr2-11900000	chr2	11900000	12000000	+	-0.508808154688243
chr2-12000000	chr2	12000000	12100000	+	-0.171958854010986
chr2-12100000	chr2	12100000	12200000	+	-0.301514734059973
chr2-12200000	chr2	12200000	12300000	+	-0.451716981804928
chr2-12300000	chr2	12300000	12400000	+	0.0696651147085205
chr2-12400000	chr2	12400000	12500000	+	-0.10668455963663
chr2-12500000	chr2	12500000	12600000	+	-0.564327995084582
chr2-12600000	chr2	12600000	12700000	+	-0.786309863946129
chr2-12700000	chr2	12700000	12800000	+	-0.819763864667534
chr2-12800000	chr2	12800000	12900000	+	-0.721134969268849
chr2-12900000	chr2	12900000	13000000	+	-0.38247497419014
chr2-13000000	chr2	13000000	13100000	+	-0.208198533382227
chr2-13100000	chr2	13100000	13200000	+	-0.00507680946302673
chr2-13200000	chr2	13200000	13300000	+	0.233135130049242
chr2-13300000	chr2	13300000	13400000	+	0.207578492543453
chr2-13400000	chr2	13400000	13500000	+	0.269495144914317
chr2-13500000	chr2	13500000	13600000	+	0.504067748994641
chr2-13600000	chr2	13600000	13700000	+	0.0617384308498873
chr2-13700000	chr2	13700000	13800000	+	-0.0186905137247669
chr2-13800000	chr2	13800000	13900000	+	-0.235797778887543
chr2-13900000	chr2	13900000	14000000	+	-0.10474450189938
chr2-14000000	chr2	14000000	14100000	+	0.32049470785247
chr2-14100000	chr2	14100000	14200000	+	0.305002469759202
chr2-14200000	chr2	14200000	14300000	+	-0.285964358138044
chr2-14300000	chr2	14300000	14400000	+	-0.527071416012506
chr2-14400000	chr2	14400000	14500000	+	-0.846357249787704
chr2-14500000	chr2	14500000	14600000	+	-0.783697128264608
chr2-14600000	chr2	14600000	14700000	+	-0.473022541822519
chr2-14700000	chr2	14700000	14800000	+	-0.477759573351188
chr2-14800000	chr2	14800000	14900000	+	-0.484726192487016
chr2-14900000	chr2	14900000	15000000	+	-0.546316904563127
chr2-15000000	chr2	15000000	15100000	+	0.0794064462094204
chr2-15100000	chr2	15100000	15200000	+	-0.411580006677969
chr2-15200000	chr2	15200000	15300000	+	-0.663331268595907
chr2-15300000	chr2	15300000	15400000	+	-0.810495667364215
chr2-15400000	chr2	15400000	15500000	+	-0.825472311987408
chr2-15500000	chr2	15500000	15600000	+	-0.90053122443214
chr2-15600000	chr2	15600000	15700000	+	-0.879418078768713
chr2-15700000	chr2	15700000	15800000	+	-0.872795814003735
chr2-15800000	chr2	15800000	15900000	+	-0.706762129592649
chr2-15900000	chr2	15900000	16000000	+	-0.333469683591885
chr2-16000000	chr2	16000000	16100000	+	-0.482094811697065
chr2-16100000	chr2	16100000	16200000	+	-0.641060989896931
chr2-16200000	chr2	16200000	16300000	+	-0.615925200518947
chr2-16300000	chr2	16300000	16400000	+	-0.243666932369326
chr2-16400000	chr2	16400000	16500000	+	-0.601145206800709
chr2-16500000	chr2	16500000	16600000	+	-0.815131998894604
chr2-16600000	chr2	16600000	16700000	+	-0.738835941829904
chr2-16700000	chr2	16700000	16800000	+	-0.516905992609686
chr2-16800000	chr2	16800000	16900000	+	-0.46120837968007
chr2-16900000	chr2	16900000	17000000	+	-0.720373717988317
chr2-17000000	chr2	17000000	17100000	+	-0.692614788243158
chr2-17100000	chr2	17100000	17200000	+	-0.489707713065806
chr2-17200000	chr2	17200000	17300000	+	-0.660701491042743
chr2-17300000	chr2	17300000	17400000	+	-0.564649561577178
