#peakID	chr	start	end	strand	PC1
chr8-3100000	chr8	3100000	3200000	+	-0.133242256636894
chr8-3200000	chr8	3200000	3300000	+	0.445558287664814
chr8-3300000	chr8	3300000	3400000	+	0.930053344631489
chr8-3400000	chr8	3400000	3500000	+	1.3029035662004
chr8-3500000	chr8	3500000	3600000	+	1.37298861032711
chr8-3600000	chr8	3600000	3700000	+	1.2196384131833
chr8-3700000	chr8	3700000	3800000	+	-0.284906792593512
chr8-3800000	chr8	3800000	3900000	+	-0.576027651585092
chr8-3900000	chr8	3900000	4000000	+	-0.566427318601251
chr8-4000000	chr8	4000000	4100000	+	-0.497868308279351
chr8-4100000	chr8	4100000	4200000	+	0.692592376292675
chr8-4200000	chr8	4200000	4300000	+	1.26149726051357
chr8-4300000	chr8	4300000	4400000	+	1.13050899441068
chr8-4400000	chr8	4400000	4500000	+	0.108702710974165
chr8-4500000	chr8	4500000	4600000	+	0.0758631935296564
chr8-4600000	chr8	4600000	4700000	+	-0.0673785362177081
chr8-4700000	chr8	4700000	4800000	+	-0.250176455948679
chr8-4800000	chr8	4800000	4900000	+	-0.436933253135324
chr8-4900000	chr8	4900000	5000000	+	-0.405067338977682
chr8-5000000	chr8	5000000	5100000	+	-0.45804576545881
chr8-5100000	chr8	5100000	5200000	+	-0.778964595260453
chr8-5200000	chr8	5200000	5300000	+	-0.748307923891385
chr8-5300000	chr8	5300000	5400000	+	-0.700123097989286
chr8-5400000	chr8	5400000	5500000	+	-0.512876153673186
chr8-5500000	chr8	5500000	5600000	+	-0.888495868926624
chr8-5600000	chr8	5600000	5700000	+	-0.868702820227516
chr8-5700000	chr8	5700000	5800000	+	-0.69897637673512
chr8-5800000	chr8	5800000	5900000	+	-0.694866867086851
chr8-5900000	chr8	5900000	6000000	+	-0.781537100884206
chr8-6000000	chr8	6000000	6100000	+	-0.798843535073461
chr8-6100000	chr8	6100000	6200000	+	-0.972632824906484
chr8-6200000	chr8	6200000	6300000	+	-0.997222334252219
chr8-6300000	chr8	6300000	6400000	+	-0.977446703041749
chr8-6400000	chr8	6400000	6500000	+	-0.901100104801929
chr8-6500000	chr8	6500000	6600000	+	-0.710150028285573
chr8-6600000	chr8	6600000	6700000	+	-0.732575415624816
chr8-6700000	chr8	6700000	6800000	+	-0.67678588710358
chr8-6800000	chr8	6800000	6900000	+	-0.763571098320299
chr8-6900000	chr8	6900000	7000000	+	-0.717299716521821
chr8-7000000	chr8	7000000	7100000	+	-0.835378076215018
chr8-7100000	chr8	7100000	7200000	+	-0.78329432449284
chr8-7200000	chr8	7200000	7300000	+	-0.791384945860196
chr8-7300000	chr8	7300000	7400000	+	-0.892327501078385
chr8-7400000	chr8	7400000	7500000	+	-0.949703198451736
chr8-7500000	chr8	7500000	7600000	+	-0.849839960036018
chr8-7600000	chr8	7600000	7700000	+	-0.873864454166592
chr8-7700000	chr8	7700000	7800000	+	-0.961983091659339
chr8-7800000	chr8	7800000	7900000	+	-0.868633949274703
chr8-7900000	chr8	7900000	8000000	+	-0.983804101280688
chr8-8000000	chr8	8000000	8100000	+	-0.923901425258066
chr8-8100000	chr8	8100000	8200000	+	-0.825563922669746
chr8-8200000	chr8	8200000	8300000	+	-0.717024716005769
chr8-8300000	chr8	8300000	8400000	+	-0.649073029060879
chr8-8400000	chr8	8400000	8500000	+	-0.128756257564958
chr8-8500000	chr8	8500000	8600000	+	0.180149443574199
chr8-8600000	chr8	8600000	8700000	+	0.646041952238446
chr8-8700000	chr8	8700000	8800000	+	0.413730030013636
chr8-8800000	chr8	8800000	8900000	+	0.168359941826735
chr8-8900000	chr8	8900000	9000000	+	0.202956277602645
chr8-9000000	chr8	9000000	9100000	+	-0.426131911252723
chr8-9100000	chr8	9100000	9200000	+	-0.426195994182078
chr8-9200000	chr8	9200000	9300000	+	-0.239470842634242
chr8-9300000	chr8	9300000	9400000	+	-0.141509141774282
chr8-9400000	chr8	9400000	9500000	+	-0.367241802129223
chr8-9500000	chr8	9500000	9600000	+	-0.277688035698158
chr8-9600000	chr8	9600000	9700000	+	-0.731341937265202
chr8-9700000	chr8	9700000	9800000	+	-0.459123125436184
