#peakID	chr	start	end	strand	PC1
chr11-3100000	chr11	3100000	3200000	+	0.514603894525896
chr11-3200000	chr11	3200000	3300000	+	0.943123403110864
chr11-3300000	chr11	3300000	3400000	+	1.04818492823914
chr11-3400000	chr11	3400000	3500000	+	1.056640780943
chr11-3500000	chr11	3500000	3600000	+	1.04051673385117
chr11-3600000	chr11	3600000	3700000	+	1.01925332448733
chr11-3700000	chr11	3700000	3800000	+	0.988876458824348
chr11-3800000	chr11	3800000	3900000	+	1.06251231746091
chr11-3900000	chr11	3900000	4000000	+	1.09399457743448
chr11-4000000	chr11	4000000	4100000	+	1.0778606192441
chr11-4100000	chr11	4100000	4200000	+	1.09785142860594
chr11-4200000	chr11	4200000	4300000	+	1.09652598918827
chr11-4300000	chr11	4300000	4400000	+	1.0292202335717
chr11-4400000	chr11	4400000	4500000	+	1.05262186125976
chr11-4500000	chr11	4500000	4600000	+	1.04273028807245
chr11-4600000	chr11	4600000	4700000	+	1.06404081911972
chr11-4700000	chr11	4700000	4800000	+	1.05653915997121
chr11-4800000	chr11	4800000	4900000	+	1.06427240820932
chr11-4900000	chr11	4900000	5000000	+	1.07316498818005
chr11-5000000	chr11	5000000	5100000	+	1.05988379825251
chr11-5100000	chr11	5100000	5200000	+	1.0535228864581
chr11-5200000	chr11	5200000	5300000	+	0.998756300057391
chr11-5300000	chr11	5300000	5400000	+	0.947650993526825
chr11-5400000	chr11	5400000	5500000	+	1.04580631029205
chr11-5500000	chr11	5500000	5600000	+	1.04953963296621
chr11-5600000	chr11	5600000	5700000	+	1.01377496222969
chr11-5700000	chr11	5700000	5800000	+	1.07612302896335
chr11-5800000	chr11	5800000	5900000	+	1.07036141052749
chr11-5900000	chr11	5900000	6000000	+	1.07349844586674
chr11-6000000	chr11	6000000	6100000	+	1.04927945790554
chr11-6100000	chr11	6100000	6200000	+	1.05118688945677
chr11-6200000	chr11	6200000	6300000	+	1.07414810204689
chr11-6300000	chr11	6300000	6400000	+	1.08960464439344
chr11-6400000	chr11	6400000	6500000	+	1.07307715955649
chr11-6500000	chr11	6500000	6600000	+	1.02623347074908
chr11-6600000	chr11	6600000	6700000	+	0.735727113993729
chr11-6700000	chr11	6700000	6800000	+	0.0831113155649288
chr11-6800000	chr11	6800000	6900000	+	-0.395646687469198
chr11-6900000	chr11	6900000	7000000	+	-0.603907634392992
chr11-7000000	chr11	7000000	7100000	+	-0.647467936389716
chr11-7100000	chr11	7100000	7200000	+	-0.526277085956026
chr11-7200000	chr11	7200000	7300000	+	-0.874899171373937
chr11-7300000	chr11	7300000	7400000	+	-1.14256106800324
chr11-7400000	chr11	7400000	7500000	+	-0.939785889562988
chr11-7500000	chr11	7500000	7600000	+	-0.995115407067446
chr11-7600000	chr11	7600000	7700000	+	-1.0346626969635
chr11-7700000	chr11	7700000	7800000	+	-0.80144877599299
chr11-7800000	chr11	7800000	7900000	+	-1.11053841749222
chr11-7900000	chr11	7900000	8000000	+	-1.07755906823495
chr11-8000000	chr11	8000000	8100000	+	-1.06225093426939
chr11-8100000	chr11	8100000	8200000	+	-1.03293745661512
chr11-8200000	chr11	8200000	8300000	+	-0.932697777505503
chr11-8300000	chr11	8300000	8400000	+	-0.950602714660292
chr11-8400000	chr11	8400000	8500000	+	0.276257515789929
chr11-8500000	chr11	8500000	8600000	+	0.700115811014264
chr11-8600000	chr11	8600000	8700000	+	0.902125958822434
chr11-8700000	chr11	8700000	8800000	+	0.678872850042435
chr11-8800000	chr11	8800000	8900000	+	0.280092809949775
chr11-8900000	chr11	8900000	9000000	+	-0.272925655528407
chr11-9000000	chr11	9000000	9100000	+	-0.355083040431565
chr11-9100000	chr11	9100000	9200000	+	-0.592403383415222
chr11-9200000	chr11	9200000	9300000	+	-1.10950761146691
chr11-9300000	chr11	9300000	9400000	+	-1.03558619131904
chr11-9400000	chr11	9400000	9500000	+	-1.12904686810548
chr11-9500000	chr11	9500000	9600000	+	-1.24906427719106
chr11-9600000	chr11	9600000	9700000	+	-1.29578464007426
chr11-9700000	chr11	9700000	9800000	+	-1.22942103165942
chr11-9800000	chr11	9800000	9900000	+	-1.18357133224181
chr11-9900000	chr11	9900000	10000000	+	-1.13951967996479
chr11-10000000	chr11	10000000	10100000	+	-1.05186717605278
chr11-10100000	chr11	10100000	10200000	+	-1.15880115240045
chr11-10200000	chr11	10200000	10300000	+	-1.16795119225478
chr11-10300000	chr11	10300000	10400000	+	-1.10561157806627
chr11-10400000	chr11	10400000	10500000	+	-1.18385790442229
chr11-10500000	chr11	10500000	10600000	+	-1.15122408301016
