#peakID	chr	start	end	strand	PC1
chr3-3000000	chr3	3000000	3100000	+	-0.748655736309128
chr3-3100000	chr3	3100000	3200000	+	-0.812674432451062
chr3-3200000	chr3	3200000	3300000	+	-0.825402237362891
chr3-3300000	chr3	3300000	3400000	+	-0.507348580909776
chr3-3400000	chr3	3400000	3500000	+	-0.739755361764852
chr3-3500000	chr3	3500000	3600000	+	-0.924580919647048
chr3-3600000	chr3	3600000	3700000	+	-0.734732878460046
chr3-3700000	chr3	3700000	3800000	+	-0.635933712727053
chr3-3800000	chr3	3800000	3900000	+	-0.88327405736852
chr3-3900000	chr3	3900000	4000000	+	-0.772193874200355
chr3-4000000	chr3	4000000	4100000	+	-0.806525413020517
chr3-4100000	chr3	4100000	4200000	+	-0.652006705913888
chr3-4200000	chr3	4200000	4300000	+	-0.970576238737886
chr3-4300000	chr3	4300000	4400000	+	-0.992719632627584
chr3-4400000	chr3	4400000	4500000	+	-0.972505727266533
chr3-4500000	chr3	4500000	4600000	+	-0.923243813517263
chr3-4600000	chr3	4600000	4700000	+	-0.883982678985257
chr3-4700000	chr3	4700000	4800000	+	-0.665792491458396
chr3-4800000	chr3	4800000	4900000	+	-0.701850040557013
chr3-4900000	chr3	4900000	5000000	+	-0.947135999427049
chr3-5000000	chr3	5000000	5100000	+	-0.871706009744457
chr3-5100000	chr3	5100000	5200000	+	-0.771429040257401
chr3-5200000	chr3	5200000	5300000	+	-0.316778592805928
chr3-5300000	chr3	5300000	5400000	+	-0.632797398361242
chr3-5400000	chr3	5400000	5500000	+	-0.598543847493278
chr3-5500000	chr3	5500000	5600000	+	-0.584951151752062
chr3-5600000	chr3	5600000	5700000	+	-0.687986195752436
chr3-5700000	chr3	5700000	5800000	+	-0.765308385172062
chr3-5800000	chr3	5800000	5900000	+	-0.427234464247088
chr3-5900000	chr3	5900000	6000000	+	-0.265439712721953
chr3-6000000	chr3	6000000	6100000	+	-0.228594363027384
chr3-6100000	chr3	6100000	6200000	+	-0.312509010441887
chr3-6200000	chr3	6200000	6300000	+	-0.473666929470404
